session_id,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,label
blk_-4026330115303607086,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-402712920386909980,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-402923369251941703,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4029295427425860743,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4029481017751710461,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4035747593787715753,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4038933124210532319,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-40433644928411184,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4046605047697127122,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-4049878569660019316,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4049968828783653160,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4050677953738902509,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4052813017840372471,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4053708639689951665,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4063384288422330507,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4065337529825734571,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4069087448078482387,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4069602769444643005,3,1,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
blk_-4070115222370999699,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4073796261874967790,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4075499163837453137,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4080668398987783451,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4088810514965544709,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4093911052867262422,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4097209212406426556,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4102160489277464930,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4104209819212041472,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4112386892632996202,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
blk_-4114858251160676022,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4119196405500765810,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4120928633340005812,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4123111559459497165,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4124620352856915513,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4125000472442683741,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-412555782155839255,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4126617039481295177,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4127981976039029641,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4129473458262205964,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4129587232595682736,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4129662621845236058,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4130422002907235753,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4132457977295254592,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4132726984985171024,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4133782593309985949,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4135271423463166693,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4136256199476700804,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4139933956660624681,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4147254060276276230,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4147447158944475729,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-41500874164748515,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4152766882909210815,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4154983387144245959,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4156318992242949949,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4166335129142701653,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-416763771108748497,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-416928069220652273,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4169968335954980662,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4173384710515759223,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4173820334344338362,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4180108783856596632,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4182543952784946809,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4185061721519070490,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4186942995593204562,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4187354324048472434,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4189714584903883332,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4190276705656985992,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4190300845428719166,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4190491243436026170,3,1,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
blk_-4194977335586343802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
blk_-4197519785557339695,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4198189458065174774,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4199020598320078688,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4199328767691809938,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-420187688140030306,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4203249125812322319,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4204305913336923535,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4204337306619170127,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4208697111832556183,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4218063866100174899,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4220062776581335697,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4223063275950422470,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4223625526513535681,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4225629858708481301,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4226754078962172063,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4229931861869531048,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-423065043106849758,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
blk_-423516513825826217,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4236464647074379160,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-4238505764488651491,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4245144137165916733,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4245884509761907623,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4247203330463026486,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4250224019694147022,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4255221183685916173,3,1,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
blk_-42585101438270473,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4264857707432017102,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4265125832367011529,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-426627774665195806,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4266978700563963157,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4269455850074860629,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
blk_-4272294420325569902,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4275852495633603866,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4277954017057613947,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4278065698452705095,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4279066583359914908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4279274758508121522,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4288588256122993981,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4291018901204219562,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4291117831125838295,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4292103160769565108,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4296171014141925719,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4297441188495371170,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-429810545636837749,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4299294573701097215,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-430185820896706768,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4304326910587241051,5,1,3,3,5,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1
blk_-4304814089432429626,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4305593247012162687,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4305888220075314099,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4307485565198538072,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4309280423174037990,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-4312794028983666785,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4313367823286747194,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-431410035249724892,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-43149512191604133,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4315926348098645457,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4321363932347991112,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4325333309024660608,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4326456922360432715,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4326549729566090915,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4326809875178861105,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4328828552214481643,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4331879315728370190,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4332787501304840956,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4333692910204096403,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4334508725444081575,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4335647835265673001,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4336696823570809101,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4341181125838883663,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4344393740678087113,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4350159849510682060,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4351188904554263838,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4355053474202635058,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4355753205372769937,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4358861442329520889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4360665469249078891,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4361022357132269669,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-436413758917397274,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4365681458226063681,3,1,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
blk_-4372782340315157578,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-437445126274247464,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4376370109588014368,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4384328625926759710,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4385381166285131937,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4387168033748585146,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4388179797146857972,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4389775873434598970,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4390075694443983500,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4390409968877773039,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-4391409395425040341,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4392776129685023946,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4393206553455676421,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4393655256228529026,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4395406062207306247,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-439553142940473726,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4399286846013888952,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4406422365800024910,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4408335476140562659,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4409547460242622091,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4412341554114846363,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4412602471458957001,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4416070821376643559,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4417221323334750771,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4417608862253882082,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4418374613784819935,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4419890609008597867,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4420104584307635033,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4424319119122637536,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4425116297166526474,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4427370210377945173,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4429475316355056854,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4429793941832412937,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4430268671514597634,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4430564173662960642,3,1,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
blk_-4430620039313490544,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4432457328315453349,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4433705680039124679,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-443520416535021414,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4435506064356386631,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4438800850369973059,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-444383372186501686,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4445849221383598845,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4447446865486196675,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4448007328834054245,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4454015458360392650,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4454815329197088080,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-445712642941020946,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4458222463551289898,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4458600638245535731,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4468766313622173914,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4469566233861217013,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4471276021199638963,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4472116834952221043,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4472780111803759438,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4473145206937794788,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4475419273033674076,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4476768852546017983,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4477124278025955382,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4477763137617323029,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4478881677357186039,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4479989170423733522,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4481858280301127671,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4482544533812196974,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4487039880059728506,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4488922018807123630,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4493330935532162531,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4495095599786330124,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4496342088669358520,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4497872762934795067,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4498718512656070135,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4501611466780038746,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4502982609607134281,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4504463022791017203,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-450495642575423525,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4507697546365850162,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4512758397673589327,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4513591171662353411,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4513615671112005170,3,1,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
blk_-4517563680874308435,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4518817295592150761,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4522674214885249351,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4525106451631148227,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4525245982723327945,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4525470997464616220,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4526460280838537726,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4529101866793568311,3,1,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blk_-4529758768468134175,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4530017158263654646,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4532069611463591254,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4533215752147524554,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4534937866226273600,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4538077846465893448,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4539733053512357602,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4540639284577350958,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4542486744283261479,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4544595074492470553,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4544790754104531975,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4544912391467775750,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4545249265623052954,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-45454494496602552,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4560669296456646716,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
blk_-4561305692078476669,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4562976663003447875,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4562999979635412166,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4563277571745578543,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4566376014322017124,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4566764090560972175,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blk_-4567977407266155313,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
